SYMBOL,CURRENT PRICE,INDUSTRY,PE,FORWARD PE,EPS,PEG,EPS ESTIMATE,RECOMMENDATION
CWK,12.71,Finance,NE,NE,-0.16,-4.69,0,2.08
CUBB,21.92,Finance,,,,,,
CUBI,11.71,Finance,6.2,3.66,1.89,.00,2.25,2.67
CVBF,18.87,Finance,13.58,15.77,1.39,.02,1.48,3
DBCP,7.02,Finance,,,,N/A,,
DB,9.22,Finance,NE,NE,-3.10,-.03,,3.25
DFPH,9.9315,Finance,,,,N/A,,
DFPHU,10.68,Finance,,,,,,
DFPHW,1.9,Finance,,,,,,
DHIL,110.65,Finance,9.54,,11.60,N/A,,
DPHC,10.01,Finance,,,,N/A,,
DPHCU,10.6045,Finance,,,,,,
DPHCW,1.1,Finance,,,,,,
DCOM,13.135,Finance,0.67,12.07,19.73,.01,1.08,2.4
DCOMP,20.13,Finance,,,,,,
DFS,53.73,Finance,8.04,32.23,6.68,6.33,9.08,2.23
DMYT,9.78,Finance,,,,,,
DGICA,13.5,Finance,13.78,10.90,0.98,.01,1.01,2
DGICB,12.49,Finance,14.19,,0.88,N/A,,
LYL,1.68,Finance,,,,N/A,,
DXF,0.96,Finance,,,,N/A,,
ETFC,48.43,Finance,14,17.45,3.46,.02,4.03,2.88
EBMT,17.97,Finance,8.68,8.04,2.07,.01,1.95,1
EGBN,31.58,Finance,8.08,9.96,3.91,3.56,4.32,2.67
ESSC,9.84,Finance,,,,N/A,,
ESSCR,0.2291,Finance,,,,,,
ESSCU,10.11,Finance,,,,,,
ESSCW,0.2498,Finance,,,,,,
EWBC,38.22,Finance,8.51,10.37,4.49,1.04,4.84,2.25
EV,40.23,Finance,11.76,12.94,3.42,2.01,3.45,2.67
EHTH,108.87,Finance,36.41,47.57,2.99,.05,3.5,1.6
ELVT,1.97,Finance,6.16,2.97,0.32,.00,0.73,3
EFC,11.85,Finance,NE,10.11,-1.77,.01,1.82,1
ESBK,12.01,Finance,11.66,,1.03,N/A,,
EMCF,26.1,Finance,10.32,,2.53,N/A,,
EIG,29.82,Finance,14.13,25.60,2.11,.03,3.2,2.33
ECPG,35.97,Finance,10.49,5.19,3.43,.12,5.95,1.67
ENVA,14.07,Finance,82.76,43.73,0.17,.04,3.8,1.4
ESGR,157.58,Finance,152.99,,1.03,N/A,,3
ESGRO,25.03,Finance,,,,,,
ESGRP,25.26,Finance,,,,,,
EBTC,23.15,Finance,9.26,,2.50,N/A,,
EFSC,31.46,Finance,9.45,10.20,3.33,.01,4.08,1.75
EFX,167.9,Finance,76.32,33.11,2.20,12.88,5.62,2.29
EQH,19.68,Finance,2.04,4.68,9.64,.82,4.85,1.64
EQBK,17.23,Finance,8.79,12.90,1.96,.01,1.77,1.5
ERIE,186.53,Finance,32.44,32.23,5.75,.03,6.06,2
ESQ,16.63,Finance,9.4,9.43,1.77,.01,1.82,1
ESSA,14.6,Finance,,,,.01,999,3
ESNT,36.06,Finance,6.14,9.35,5.87,.01,5.66,1.22
EEFT,96.38,Finance,17.03,96.10,5.66,.10,6.65,1.14
EVBN,22.3,Finance,7.72,8.41,2.89,.01,3.6,1
EVR,57.75,Finance,9.45,24.70,6.11,.02,7.7,1.63
RE,215.73,Finance,12.93,13.79,16.68,.01,21.34,2.17
EXPI,13.02,Finance,NE,114,-0.06,.11,-0.15,1
EXPC,9.87,Finance,,,,N/A,,
EXPCU,10.1,Finance,,,,,,
EXPCW,0.75,Finance,,,,,,
FNB,7.62,Finance,7.4,9.77,1.03,.01,1.18,1.38
DUO,10.7,Finance,,,,N/A,,3
FANH,19.58,Finance,89,,0.22,N/A,,2
FMAO,21.89,Finance,12.58,14.01,1.74,.01,1.7,3
FMNB,11.91,Finance,9.23,10.69,1.29,.01,1.29,2.67
FBSS,15,Finance,8.67,,1.73,N/A,,
FBK,24.06,Finance,11.74,14.74,2.05,.01,2.83,2.38
FFG,34.63,Finance,9.59,8.30,3.61,.01,4.75,3
AGM,67.29,Finance,8.94,,7.53,N/A,,1
FHI,23.89,Finance,8.59,10,2.78,1.01,2.69,1.8
FNHC,11.37,Finance,20.67,8.38,0.55,.01,-0.03,2
FFBW,9.12,Finance,42.14,,0.22,N/A,,
FDBC,46.73,Finance,15.63,,2.99,N/A,,
FNF,31.55,Finance,11.03,11.82,2.86,.01,3.39,1.83
FITB,20.79,Finance,9.12,17,2.28,2.06,2.77,1.82
FITBI,26.92,Finance,,,,,,
FITBO,24.91,Finance,,,,,,
FITBP,26.23,Finance,,,,,,
FISI,17.64,Finance,7.64,13.23,2.31,.01,2.96,2
FSRV,9.8001,Finance,,,,,,
FSRVU,10.25,Finance,,,,,,
FSRVW,0.9,Finance,,,,,,
FTAC,10.9,Finance,60.56,,0.18,N/A,,
FTACU,11.54,Finance,,,,,,
FTACW,1.4,Finance,,,,,,
FINV,1.66,Finance,1.75,2.42,0.95,.00,1.1,2
FAF,50.42,Finance,8.68,14.27,5.81,.01,5.76,1.83
FBNC,23.21,Finance,7.81,11.40,2.97,2.92,3.1,2
FNLC,19.8,Finance,8.32,,2.38,N/A,,
FBP,5.43,Finance,9.53,15,0.57,2.65,0.75,1.75
BUSE,18.26,Finance,10.87,12.11,1.68,.01,2.15,2
FBIZ,15.66,Finance,6.55,9.69,2.39,.01,2.68,2.4
FCAP,73.96,Finance,19.88,,3.72,N/A,,
FCBP,14.84,Finance,6.87,,2.16,N/A,,
FCNCA,401.81,Finance,10.91,,36.84,N/A,,
FCNCP,24.45,Finance,,,,,,
FCF,8.09,Finance,9.3,13.76,0.87,.01,1.1,3
FCBC,20.46,Finance,8.93,,2.29,N/A,,
FCCO,15.2,Finance,11.18,15.22,1.36,.02,1.45,2.2
FDEF,18.12,Finance,15.23,10.05,1.19,.01,2.53,1.8
FFBC,13.655,Finance,7.5,10.66,1.82,.01,2.14,3
FFIN,30.6,Finance,25.71,31.68,1.19,.03,1.21,3.5
THFF,34.99,Finance,8.99,11.66,3.89,.01,3.8,3
FFNW,9.26,Finance,9.17,12.60,1.01,.01,1.03,2.33
FFWM,15.64,Finance,12.03,10.03,1.30,.01,1.25,1.2
FGBI,12.47,Finance,7.75,8.46,1.61,.01,1.47,3
FHB,17.94,Finance,9.34,15.53,1.92,.02,2.19,2.75
FHN,10.31,Finance,9.29,14.74,1.11,.01,1.66,1.45
INBK,16.44,Finance,6.4,9.46,2.57,.01,2.51,1.6
INBKL,23.3502,Finance,,,,,,
INBKZ,22.4,Finance,,,,,,
FIBK,31.33,Finance,12.05,13.47,2.60,.01,3.07,1.71
FRME,26.51,Finance,8.75,12.02,3.03,.01,3.46,2.4
FMBH,25.87,Finance,9.65,11.17,2.68,.01,2.87,2.2
FMBI,13.7,Finance,8.73,12.48,1.57,.01,1.98,2
FMBIP,25.06,Finance,,,,,,
FXNC,15,Finance,8.29,,1.81,N/A,,
FNWB,13.49,Finance,17.29,,0.78,N/A,,
FSFG,46.17,Finance,8.2,,5.63,N/A,,1
FSEA,6.8,Finance,,,,N/A,,
FUNC,14.41,Finance,8.68,,1.66,N/A,,
FUSB,7.01,Finance,11.31,,0.62,N/A,,
MYFW,15.48,Finance,15.96,17.87,0.97,.02,1.16,1.33
FSV,101.06,Finance,NE,121.31,-6.64,.12,-6.51,1.25
FPH,4.69,Finance,NE,13.92,-0.60,.01,,3
FBC,28.64,Finance,7.21,8.96,3.97,.01,3.46,1.2
FFIC,10.97,Finance,9.62,7.84,1.14,1.33,1.65,1.67
FEAC,10.53,Finance,,,,N/A,,
FNCB,5.91,Finance,11.37,,0.52,N/A,,
FOCS,30.13,Finance,131,11.64,0.23,1.65,2.15,1.63
FOR,15.69,Finance,15.53,18.95,1.01,12.98,0.79,1.4
FMCI,17.4,Finance,,,,N/A,,
FMCIU,22,Finance,,,,,,
FMCIW,4.55,Finance,,,,,,
FSB,25.03,Finance,15.17,9.46,1.65,.01,,2.33
FRAF,27,Finance,8.11,,3.33,N/A,,
BEN,21.95,Finance,11.26,8.78,1.95,.01,2.52,3.14
FRHC,19.04,Finance,46.44,,0.41,N/A,,
RESI,8.65,Finance,NE,22.97,-1.05,.02,0.17,1.67
FTDR,44.58,Finance,24.77,25.74,1.80,1.78,1.9,1.4
FRPH,39.94,Finance,24.96,,1.60,N/A,,
FSBW,37.77,Finance,7.55,7.88,5,.01,5.14,2
FULT,10.72,Finance,8.86,21.25,1.21,.02,1.39,2.83
FUTU,22.15,Finance,76.38,,0.29,N/A,,0
FVCB,10.6,Finance,9.91,11.11,1.07,.01,1.08,2
GCAP,6.07,Finance,5.1,2.29,1.19,.00,-0.95,3
GLEO,9.85,Finance,,,,N/A,,
GBL,13.34,Finance,4.92,,2.71,N/A,,
GNW,2.68,Finance,12.76,,0.21,N/A,,3
GABC,30.31,Finance,14.03,15.80,2.16,.02,2.35,3
GTY,30.32,Finance,24.65,17.59,1.23,4.50,1.72,2
GIX,10.074,Finance,,,,N/A,,
GBCI,35.22,Finance,15.58,15.82,2.26,.02,2.38,2.43
GLBZ,9.75,Finance,16.25,,0.60,N/A,,
CO,3.04,Finance,5.53,,0.55,N/A,,
GBLI,22.63,Finance,59.55,,0.38,N/A,,3
GBLIL,25.19,Finance,,,,,,
GBLIZ,24.781,Finance,,,,,,
GL,76.2,Finance,11.37,11.06,6.70,2.19,6.75,2.88
DNJR,1.61,Finance,,,,N/A,,
GS,201.63,Finance,10.96,14.50,18.40,6.07,21.03,1.93
GSHD,72.29,Finance,328.59,220.79,0.22,.22,0.22,1.25
GPAQ,12.32,Finance,NE,,-0.02,N/A,,
GPAQU,13.47,Finance,,,,,,
GPAQW,2.06,Finance,,,,,,
GHIV,10,Finance,,,,N/A,,
GHIVU,10.4,Finance,,,,,,
GHIVW,1.48,Finance,,,,,,
GMHI,10.65,Finance,,,,N/A,,
GMHIU,11.75,Finance,,,,,,
GMHIW,2.09,Finance,,,,,,
GRAF,13.06,Finance,,,,N/A,,
GSBC,39.09,Finance,7.91,11.80,4.94,.01,5.14,3
GWB,14.41,Finance,NE,10.50,-11.12,4.58,2.94,2.88
GDOT,38.73,Finance,25.31,45.03,1.53,.05,2.33,2.21
GCBC,22.04,Finance,10.35,,2.13,N/A,,
GHL,10.14,Finance,13.52,NE,0.75,-.01,0.5,3
GLRE,6.71,Finance,NE,,-1.38,N/A,,3
GNRS,9.79,Finance,,,,,,
GNRSU,9.93,Finance,,,,,,
GNRSW,0.2412,Finance,,,,,,
GRNV,10,Finance,,,,N/A,,
GRNVR,0.35,Finance,,,,,,
GRNVU,10.45,Finance,,,,,,
GRNVW,0.23,Finance,,,,,,
GRIF,52.66,Finance,68.39,,0.77,N/A,,
AVAL,4.51,Finance,5.64,7.60,0.80,.01,0.82,2.83
GGAL,10.22,Finance,1.85,2.08,5.52,.00,4.74,3.75
SUPV,2.28,Finance,2.48,3.23,0.92,1.70,0.79,4.25
GNTY,25.25,Finance,10.74,13.86,2.35,.01,2.25,2.33
GFED,16.76,Finance,7.87,20.66,2.13,.02,2.11,3
GWGH,8.13,Finance,5.77,,1.41,N/A,,
GXGX,10.07,Finance,,,,N/A,,
GXGXU,10.46,Finance,,,,,,
GXGXW,0.79,Finance,,,,,,
HALL,3.45,Finance,2.23,8.98,1.55,.01,999,3
HLNE,64.6,Finance,30.19,35.33,2.14,.04,2.01,2.42
HWC,22.65,Finance,14.8,51.20,1.53,6.40,4.01,2.44
HWCPL,25.05,Finance,,,,,,
HAFC,9.55,Finance,14.25,12.67,0.67,.01,1.06,3
HONE,8.56,Finance,22.32,32.96,0.38,.03,0.33,1.5
HGH,27.74,Finance,,,,,,
HIG,39.98,Finance,8.54,8.90,4.68,1.27,5.65,1.46
HWBK,19.38,Finance,10.23,,1.89,N/A,,
HYAC,10.15,Finance,,,,N/A,,
HYACU,10.75,Finance,,,,,,
HYACW,1.5,Finance,,,,,,
HBT,13.13,Finance,,,,.01,3.43,2.2
HCI,44.47,Finance,17.65,14.41,2.52,.01,2.57,2.33
HDB,44.69,Finance,22.18,23.15,2.02,1.44,1.98,1.4
HCCO,9.98,Finance,,,,N/A,,
HCCOU,10.3,Finance,,,,,,
HCCOW,0.95,Finance,,,,,,
HTLF,31.66,Finance,8.4,10.47,3.77,.01,4.14,2.6
HNNA,8.27,Finance,6.46,,1.28,N/A,,
HCAC,10.59,Finance,,,,N/A,,
HCACU,11.39,Finance,,,,,,
HCACW,0.99,Finance,,,,,,
HTBK,7.47,Finance,11.49,12.57,0.65,.01,1.07,1.4
HFWA,19.36,Finance,11.32,12.79,1.71,.01,1.83,2.67
HRTG,12.25,Finance,12.13,7.61,1.01,.01,0.95,2
HX,0.99,Finance,NE,,-0.66,N/A,,
HTH,18.18,Finance,7.07,9.69,2.57,.01,2.44,2
HCCH,11.58,Finance,,,,N/A,,
HCCHR,0.7,Finance,,,,,,
HCCHU,15.28,Finance,,,,,,
HCCHW,2.2,Finance,,,,,,
HMNF,14.79,Finance,9.02,,1.64,N/A,,
HBCP,25.31,Finance,10.55,11.65,2.40,.01,3.05,3
HOMB,15.72,Finance,12,11.71,1.31,.01,1.73,1.83
HFBL,26.5,Finance,12.27,,2.16,N/A,,
HMST,24.09,Finance,22.31,15.31,1.08,.02,1.7,2.2
HTBI,15.8,Finance,10.39,11.99,1.52,.01,1.46,3
HOPE,9.22,Finance,7.5,10.20,1.23,.01,1.35,3
HMN,35.28,Finance,8.69,13.15,4.06,.01,2.2,2
HBNC,10.29,Finance,6.86,8.37,1.50,.01,1.64,1.4
HLI,57.57,Finance,20.56,25.00,2.80,.03,3.2,2.2
HBMD,9.91,Finance,11.8,20.37,0.84,.02,1.01,3
HSBC,24.06,Finance,26.73,14.02,0.90,1.02,3.9,3.71
HECCU,10.16,Finance,,,,,,
HPP,25.22,Finance,42.03,12.72,0.60,1.83,2.03,1.28
HUIZ,7.15,Finance,,,,N/A,,
HBAN,10.29,Finance,10.5,24.20,0.98,4.92,1.27,2.65
HBANN,25.61,Finance,,,,,,
HBANO,25.79,Finance,,,,,,
HVBC,13,Finance,,,,N/A,,
IBKC,47.31,Finance,8.19,11.97,5.78,1.50,7.01,2.38
IBKCN,22.89,Finance,,,,,,
IBKCO,25.3,Finance,,,,,,
IBKCP,23.6175,Finance,,,,,,
ICCH,11,Finance,,,,N/A,,
IBN,9.47,Finance,27.85,18.86,0.34,.02,0.33,1.63
IROQ,17,Finance,14.17,,1.20,N/A,,
IHC,28.82,Finance,54.38,,0.53,N/A,,
INDB,67.72,Finance,14.85,18.99,4.56,10.55,5.62,2.4
IBCP,14.89,Finance,8.14,10.53,1.83,.01,2,2.25
IBTX,43.08,Finance,9.26,11.32,4.65,.01,5.08,1.67
IEA,3.14,Finance,NE,NE,-0.72,-.01,0.5,1
IEAWW,0.1599,Finance,,,,,,
ING,6.87,Finance,5.45,9.37,1.26,2.00,,1.8
IIPR,95.65,Finance,40.7,18.68,2.35,.02,3.27,1.67
INSU,11,Finance,,,,N/A,,
INSUU,12.28,Finance,,,,,,
INSUW,2.15,Finance,,,,,,
IBKR,41.56,Finance,20.27,24.18,2.05,.02,2.27,2.33
ICE,94.52,Finance,25.21,20.93,3.75,2.55,3.88,1.09
IFS,29.76,Finance,,,,,,
IBOC,31.29,Finance,10.98,,2.85,N/A,,
IGIC,7,Finance,,,,N/A,,3
IGICW,0.4,Finance,,,,,,
IPV,9.84,Finance,,,,N/A,,
INTL,52.8,Finance,10.39,,5.08,N/A,,
IVZ,11.09,Finance,10.87,7.55,1.02,1.27,2.55,3.31
ISTR,14.57,Finance,11.12,14.34,1.31,.01,1.81,2.2
ISBC,8.205,Finance,11.09,10.29,0.74,.01,0.77,1.33
ITIC,119.19,Finance,12.69,,9.39,N/A,,
INVH,27.84,Finance,87,22.86,0.32,5.16,1.25,1.5
ITCB,4.1,Finance,7.59,,0.54,N/A,,3
ITUB,5.27,Finance,8.78,12.73,0.60,.01,0.71,2.1
JPM,97.81,Finance,11.05,19.29,8.85,3.86,10.48,2.57
JPM^H,25.49,Finance,,,,,,
JPM^J,25.06,Finance,,,,,,
JRVR,42.84,Finance,NE,22.48,-0.71,.02,1.4,2.2
JHG,22.45,Finance,59.08,10.38,0.38,1.70,2.47,2.88
JEF,15.29,Finance,4.66,33.46,3.28,.03,1.32,2
JFIN,4.96,Finance,5.64,6.39,0.88,.01,1.44,3
JMP,2.79,Finance,NE,27.20,-1.19,2.72,-0.04,1
JMPNL,20.648,Finance,,,,,,
JMPNZ,19.48,Finance,,,,,,
JLL,104.39,Finance,10.23,15.12,10.20,1.68,14.09,1.5
JIH,10.02,Finance,,,,N/A,,
KB,29.04,Finance,4.22,5.30,6.88,1.08,,1
KBLM,11,Finance,,,,N/A,,
KBLMR,0.165,Finance,,,,,,
KBLMU,11.5,Finance,,,,,,
KBLMW,0.1699,Finance,,,,,,
KRNY,8.09,Finance,17.21,20.68,0.47,.02,0.47,2
KMPR,69.78,Finance,10.65,11.38,6.55,.01,6.27,1.67
KW,15.82,Finance,10.14,13.86,1.56,.01,3.12,3
KFFB,7,Finance,53.85,,0.13,N/A,,
KEY,13.35,Finance,9.82,20.58,1.36,3.61,1.8,2.6
KINS,4.74,Finance,NE,26.39,-0.38,.03,-0.89,1
KFS,2.1,Finance,NE,,-0.63,N/A,,
KNSL,152.52,Finance,68.7,51.99,2.22,.05,2.41,2.17
KKR,31.8,Finance,NE,23.32,-0.04,3.58,1.67,1.64
LSBK,12.75,Finance,19.62,,0.65,N/A,,
LBAI,10.93,Finance,8.28,9.85,1.32,.01,1.43,1.33
LKFN,44.71,Finance,13.93,15.13,3.21,.02,3.38,3
LCA,10.06,Finance,,,,N/A,,
LCAHU,10.35,Finance,,,,,,
LCAHW,0.786,Finance,,,,,,
LARK,26.67,Finance,10.36,,2.57,N/A,,
LAZ,30.1,Finance,13.81,18.60,2.18,.02,3.28,2.05
LCNB,14.39,Finance,9.72,,1.48,N/A,,0
LM,49.65,Finance,17.86,18.02,2.78,1.58,3.76,3
LMHA,25.91,Finance,,,,,,
LMHB,25.18,Finance,,,,,,
JBK,29.32,Finance,,,,,,
KTH,31.5474,Finance,,,,,,
KTN,32.6,Finance,,,,,,
LACQ,12.5125,Finance,NE,,-0.26,N/A,,
LACQU,12.72,Finance,,,,,,
LACQW,0.785,Finance,,,,,,
LEJU,2.07,Finance,34.5,12.25,0.06,.01,999,
LC,5.02,Finance,NE,NE,-1.22,.00,0.02,2.25
TREE,278.83,Finance,123.38,NE,2.26,-30.89,4.02,1.77
LEVL,17.14,Finance,8.01,7.96,2.14,.01,2.11,2.33
LX,11.47,Finance,12.89,8.06,0.89,.01,1.76,1
LFAC,10.8,Finance,,,,N/A,,
LFACU,12.48,Finance,,,,,,
LFACW,0.9938,Finance,,,,,,
DFNS,9.8,Finance,,,,N/A,,
LSAC,10.68,Finance,,,,,,
LSACU,10.45,Finance,,,,,,
LSACW,0.95,Finance,,,,,,
LMST,12.69,Finance,9.84,20.66,1.29,.02,1.44,3
LNC,39.6,Finance,12.15,4.69,3.26,.00,8.7,2.17
LIVK,9.82,Finance,,,,N/A,,
LIVKU,10.01,Finance,,,,,,
LIVKW,0.35,Finance,,,,,,
LOAK,9.68,Finance,,,,N/A,,
LOB,14.35,Finance,75.53,132.27,0.19,.13,0.44,1
LIVE,10.56,Finance,NE,,-1.84,N/A,,
LYG,1.53,Finance,,,,.02,,2.6
LMFA,1.79,Finance,,,,N/A,,
LMFAW,0.17,Finance,,,,,,
L,34.73,Finance,NE,,-0.41,N/A,,
LOAC,10.75,Finance,NE,,-0.39,N/A,,
LOACR,0.2,Finance,,,,,,
LOACU,10.4,Finance,,,,,,
LOACW,0.25,Finance,,,,,,
LPLA,80.83,Finance,12.01,13.49,6.73,.01,7.18,1.64
LBC,9.18,Finance,11.48,13.13,0.80,.01,0.87,1.75
MTB,111.05,Finance,9,14.09,12.34,5.01,13.75,2.87
MCBC,7.3,Finance,8.02,14.78,0.91,.01,0.94,3
MFNC,9.86,Finance,7.7,6.41,1.28,.01,1.3,1
BMA,20.06,Finance,1.77,2.25,11.36,.00,10.87,4
MGYR,8.9,Finance,21.71,,0.41,N/A,,
MHLA,19.4238,Finance,,,,,,
MHLD,1.26,Finance,NE,,-0.90,N/A,,3
MHNC,21.9,Finance,,,,,,
MNSB,12.88,Finance,7.49,7.56,1.72,.01,1.69,1
MLVF,11.75,Finance,9.18,15.64,1.28,.02,1.22,3
MN,2.84,Finance,40.57,23.83,0.07,.02,0.17,5
MFC,13.73,Finance,7.8,7.87,1.76,.79,2.24,1.75
MMI,29.33,Finance,15.6,52.84,1.88,.05,1.95,4
MKL,930.76,Finance,NE,53.57,-14.32,.05,38.91,2.17
MKTX,520.28,Finance,87.15,70.74,5.97,.07,5.4,2.63
MRLN,8.11,Finance,10.4,,0.78,N/A,,
VAC,86.01,Finance,2150.25,26.31,0.04,.03,7.81,1.29
MMC,103.58,Finance,29.76,23.47,3.48,5.09,4.66,2.36
MLP,10.81,Finance,NE,,-0.54,N/A,,
MBI,6.55,Finance,NE,,-8.99,N/A,,3
MDJH,2.72,Finance,,,,N/A,,
MFIN,2.19,Finance,NE,NE,-0.56,-.01,0.06,1.67
MFINL,24.5,Finance,,,,,,
MDLQ,6.8895,Finance,,,,,,
MDLX,6,Finance,,,,,,
MDLY,0.9723,Finance,NE,,-0.78,N/A,,
MFAC,11,Finance,,,,N/A,,
MBWM,21.9,Finance,7.45,13.57,2.94,.01,2.57,3
MBIN,17.58,Finance,6.37,7.83,2.76,.01,2.37,1
MBINO,22.7,Finance,,,,,,
MBINP,24.4,Finance,,,,,,
MCY,41.75,Finance,51.54,14.71,0.81,.77,2.6,3.75
MCMJ,9.75,Finance,,,,N/A,,
MCMJW,0.41,Finance,,,,,,
EBSB,11.17,Finance,8.94,10.55,1.25,.01,1.3,1
IPB,28.85,Finance,,,,,,
CASH,17.43,Finance,5.3,8.70,3.29,.01,2.66,1.5
METX,12.17,Finance,NE,,-0.91,N/A,,
MET,37.32,Finance,3.97,6.99,9.40,4.48,6.11,2.06
MCBS,15.54,Finance,,,,.01,1.81,3
MCB,29.46,Finance,9.04,7.86,3.26,.01,3.56,1
MTG,8.28,Finance,4.45,7.13,1.86,1.43,1.84,1.29
MPB,18.57,Finance,9.01,8.04,2.06,.01,2.09,3
MBCN,21.5,Finance,12.95,26,1.66,.03,1.95,3
MSBI,14.64,Finance,8.98,7.66,1.63,.01,2.26,2.5
MSVB,12.98,Finance,43.27,,0.30,N/A,,
MOFG,19.49,Finance,8.9,13.75,2.19,.01,3.4,1.75
MUFG,4.04,Finance,10.63,7.96,0.38,6.92,,2
MFG,2.49,Finance,7.78,11.50,0.32,.01,,3
MMAC,24.52,Finance,,,,N/A,,
MC,34.16,Finance,16.34,34.66,2.09,.03,1.96,2.5
MOGO,1.04,Finance,NE,NE,-0.39,.00,-0.67,2.1
MCO,275.23,Finance,34.15,32.92,8.06,3.29,8.29,1.8
MS,46.93,Finance,9.76,12.26,4.81,1.28,4.98,2
MORN,151.54,Finance,45.78,,3.31,N/A,,
MCACU,10.16,Finance,,,,,,
COOP,13.08,Finance,NE,3.14,-1,.00,3.8,1
MSBF,10.95,Finance,13.35,,0.82,N/A,,
MVBF,13.01,Finance,6.74,11.94,1.93,.01,2.16,2
NTP,6.36,Finance,NE,,-0.39,N/A,,
NDAQ,118.83,Finance,27.19,21.26,4.37,2.82,5,2
NBHC,26.95,Finance,11,14.32,2.45,.01,2.55,2.5
NKSH,29.82,Finance,11.43,15.75,2.61,.02,2.65,2
NGHC,21.01,Finance,7.53,6.60,2.79,.01,2.75,1.67
NGHCN,24.334,Finance,,,,,,
NGHCO,24.21,Finance,,,,,,
NGHCP,24.45,Finance,,,,,,
NGHCZ,24.5,Finance,,,,,,
NHLD,1.97,Finance,NE,,-0.17,N/A,,
NHLDW,0.1,Finance,,,,,,
NRUC,26.68,Finance,,,,,,
NSEC,15.3081,Finance,49.38,,0.31,N/A,,
NWLI,206.08,Finance,8.16,,25.27,N/A,,
JSM,21.15,Finance,,,,,,
NAVI,7.78,Finance,5.12,3.68,1.52,.00,2.64,1.8
NBTB,30.33,Finance,13.13,14.67,2.31,.01,2.74,3
NNI,47.41,Finance,31.82,,1.49,N/A,,
UEPS,3.3,Finance,NE,NE,-3.32,.00,-4.8,1
NFIN,10.1,Finance,,,,N/A,,
NFINU,10.55,Finance,,,,,,
NFINW,0.51,Finance,,,,,,
NFH,7.95,Finance,,,,N/A,,
NPA,10.02,Finance,,,,N/A,,
NPAUU,10.2546,Finance,,,,,,
NPAWW,0.7899,Finance,,,,,,
NYCB,10.49,Finance,13.45,12.96,0.78,1.30,0.77,2.52
NBAC,9.87,Finance,,,,N/A,,
NBACR,0.16,Finance,,,,,,
NBACU,10.04,Finance,,,,,,
NBACW,0.14,Finance,,,,,,
NMRK,4.775,Finance,8.84,3.62,0.54,.36,1.62,2.67
NODK,14.63,Finance,35.68,,0.41,N/A,,
NICK,7.95,Finance,18.49,,0.43,N/A,,
NCBS,55.01,Finance,10.06,14.05,5.47,.01,5.52,2.33
NMIH,16.72,Finance,6.19,8.41,2.70,.01,2.62,1.44
NOAH,25.48,Finance,14.08,13.23,1.81,.01,,1
NMR,4.44,Finance,7.28,8.52,0.61,.17,0.62,3
NBN,16.05,Finance,13.49,,1.19,N/A,2.2,1
NTRS,82.66,Finance,12.36,15.24,6.69,1.42,6.63,2.78
NTRSO,25.53,Finance,,,,,,
NFBK,10.645,Finance,14.01,19.39,0.76,.02,0.78,3
NRIM,22.68,Finance,8.79,8.88,2.58,.01,3.04,3
NWBI,10.3,Finance,11.84,18.71,0.87,.02,1.05,3.5
NWFL,23.6,Finance,10.54,,2.24,N/A,,
NOVS,9.88,Finance,,,,N/A,,
NOVSU,10.5,Finance,,,,,,
NOVSW,0.75,Finance,,,,,,
OVLY,12.94,Finance,8.68,,1.49,N/A,,
OAC,10.105,Finance,,,,N/A,,
OCFC,16.74,Finance,10.46,9.99,1.60,.01,2.07,2
OCFCP,25.7,Finance,,,,,,
OFED,26.72,Finance,39.29,,0.68,N/A,,
OCN,0.6128,Finance,NE,,-0.92,N/A,,
OPI,27.05,Finance,180.33,5.17,0.15,.01,6.01,3.05
OPINI,23.51,Finance,,,,,,
OFG,12.45,Finance,24.9,11.90,0.50,.01,1.62,1.5
OFG^A,24.9653,Finance,,,,,,
OVBC,22.49,Finance,11.02,,2.04,N/A,,
ONB,13.77,Finance,11.57,11.43,1.19,.01,1.45,2.5
OPOF,15.75,Finance,11.58,,1.36,N/A,,
ORI,16.42,Finance,136.83,11.78,0.12,.01,1.84,2.33
OSBC,7.62,Finance,7.4,10.30,1.03,.01,1.3,1.8
ONDK,0.9069,Finance,NE,NE,-0.65,.00,0.23,3
OMF,25.96,Finance,4.82,15.98,5.39,.02,6.72,1.25
OPBK,6.77,Finance,7.13,9.35,0.95,.01,1.03,2
LPRO,15.36,Finance,118.15,34.32,0.13,.03,,1
OPES,17.93,Finance,NE,,-0.10,N/A,,
OPESU,24,Finance,,,,,,
OPESW,4.16,Finance,,,,,,
OPRT,14.59,Finance,,,,-.07,1.12,1.67
OPY,20.01,Finance,5.56,,3.60,N/A,,
OBAS,11.75,Finance,NE,,-0.39,N/A,,
OPHC,3.7,Finance,NE,,-0.62,N/A,,
OBNK,21.24,Finance,12.35,21.32,1.72,.02,2.28,2
ORSN,10.06,Finance,,,,N/A,,
ORSNR,0.26,Finance,,,,,,
ORSNU,10.5,Finance,,,,,,
ORSNW,0.3733,Finance,,,,,,
IX,65.88,Finance,7.55,6,8.72,2,,1.67
ORRF,13.74,Finance,7.99,,1.72,N/A,,0
SFTW,9.79,Finance,,,,N/A,,
OTTW,11.7,Finance,22.08,,0.53,N/A,,
OXBR,1.63,Finance,NE,,-0.09,N/A,,
OXBRW,0.0845,Finance,,,,,,
